ID,subset,error_type,selected_wr,oracle_wr_5,oracle_wr_20,best_cand_wr,best_cand_rank_rrf,best_cand_rank_ce,pool_size,question
ID_VL_Amh_Eth_039F3A25,Amh_Eth,C_recall_failure,0.0,0.08457142857142856,0.08457142857142856,0.16914285714285712,57,2,65,እንድን ሴት የልጇን መጥፋት ወይም ሞቶ የተወለደባትን ሀዘንን እንድትቋቋም እንዴት መርዳት እችላለሁ?
ID_VL_Amh_Eth_40A26C60,Amh_Eth,C_recall_failure,0.0,0.061666666666666675,0.12869565217391304,0.12869565217391304,8,28,58,ክላሚድያ ምንድነው?
ID_VL_Amh_Eth_30E912F2,Amh_Eth,C_recall_failure,0.0,0.09396825396825398,0.09396825396825398,0.09396825396825398,1,26,82,‘ማይክሮቢሳይድ’ ወይም ፀረ-ዘአካላት ጄል ሲባል የሰማሁት ምንድን ነው? ከበሽታስ ይከላከለኛል?
ID_VL_Amh_Eth_3764FBDA,Amh_Eth,C_recall_failure,0.0,0.09061224489795917,0.10829268292682927,0.12109090909090908,44,9,71,በአሁኑ ጊዜ በደም ልውውጥ አማካኝነት የኤችአይቪ የመተላለፍ ዕድል ምን ያህል ነው?
ID_VL_Amh_Eth_1E1242E3,Amh_Eth,C_recall_failure,0.0,0.04774193548387096,0.1423076923076923,0.1423076923076923,18,62,80,መጽሐፍ ቅዱስ ከጋብቻ ውጭ የሚደረግ የግብረስጋ ግንኙነት ኃጢአት እንደሆነ ይናገራል። የአባላዘር በሽታ ካለብኝ፣ ፈጣሪ ለቀድሞ ስህተቶቼ እየቀጣኝ ነው ማለት ነው?
ID_VL_Amh_Eth_89C5B31A,Amh_Eth,C_recall_failure,0.0,0.09418181818181817,0.1126086956521739,0.15857142857142859,50,32,68,የቤተሰባችን ታላቁ  እፍረት ማለት ኢንፌክሽኑን ለወደፊት ባለቤቴ ፈጽሞ መግለጽ የለብኝም ማለት እንደሆነ ነገረኝ። ይህ ደህንነቱ የተጠበቀ ነው?
ID_VL_Amh_Eth_5553B2FE,Amh_Eth,C_recall_failure,0.0,0.13874999999999998,0.13874999999999998,0.13874999999999998,3,12,71,ትምህርቴን ለማቋረጥ በመገደዴ ምክንያት ቁጣና ብስጭት ይሰማኛል። ይህንን ስሜት እንዴት መቆጣጠር እችላለሁ?
ID_VL_Amh_Eth_B77350CA,Amh_Eth,C_recall_failure,0.0,0.0,0.11384615384615383,0.13454545454545455,67,58,72,ባለፉት 90 ቀናት ውስጥ ለቂጥኝ የተጋለጠ ሰው ሕክምናው ምንድን ነው?
ID_VL_Amh_Eth_D045DD1C,Amh_Eth,C_recall_failure,0.0,0.16444444444444445,0.2642857142857143,0.2642857142857143,14,3,70,ዕጽዋት ኤችአይቪን መፈወስ ይችላሉ የሚባለው እዉነት ነው?
ID_VL_Amh_Eth_7ED70ED7,Amh_Eth,C_recall_failure,0.0,0.05045454545454547,0.08,0.08,6,11,65,መድሃኒቱ ከማለቁ በፊት አንቲባዮቲክ ሕክምናዬን መውሰድ ካቆምኩ ምን ይከሰታል?
ID_VL_Amh_Eth_E9B5C5CF,Amh_Eth,C_recall_failure,0.0,0.05285714285714285,0.08222222222222222,0.08705882352941176,52,19,73,የልጄን ቆሻሻ (ዳይፐር እና ሰገራ) በሽታ እንዳያመጣ ለማስወገድ ከሁሉ የተሻለው መንገድ ምንድነው?
ID_VL_Amh_Eth_409D3602,Amh_Eth,C_recall_failure,0.0,0.0,0.0,0.0,0,7,71,በፕሮቶዞአን ጥገኛ ተውሳክ የሚከሰተው የትኛው ዓይነት የአባላዘር በሽታ ነው?
ID_VL_Amh_Eth_38BA8ABC,Amh_Eth,D_weak_pool,0.0,0.06253521126760563,0.34823529411764703,0.34823529411764703,12,1,46,ኤችአይቪ በመሳሳም ይተላለፋል?
ID_VL_Lug_Uga_02472360,Lug_Uga,C_recall_failure,0.0,0.16958333333333334,0.19096774193548383,0.22769230769230767,38,50,68,Lwaki abantu bagamba nti okwewala okwegatta kwe kusinga obulungi mu kwewala okukwatibwa Obuwuka obuleeta Obulwadde bw'Ekikaba?
ID_VL_Amh_Eth_9F64EEED,Amh_Eth,C_recall_failure,0.0,0.051034482758620686,0.06577777777777777,0.13454545454545452,67,26,79,ኤች አይ ቪ አንድን ሰው ወዲያውኑ የታመመ እና ቀጭን ያደርገዋል?
ID_VL_Amh_Eth_300568D2,Amh_Eth,C_recall_failure,0.0,0.07551020408163264,0.08072727272727272,0.1057142857142857,59,12,65,ለቆዳ ደህንነቱ የተጠበቀ የሽንት ቤት መቀመጫ ወይም የመጸዳጃ ቤት ጠርዝ ለማከም ቀላል፣ ተመጣጣኝ፣ ተፈጥሯዊ መንገድ አለ?
ID_VL_Amh_Eth_72BB912D,Amh_Eth,C_recall_failure,0.0,0.19473684210526315,0.19473684210526315,0.19473684210526315,2,5,64,ብዙውን ጊዜ ንፁህ እና ገላን የሚታጠቡ ሰዎች በጾታዊ ግንኙነት ሊያዙ አይችሉም የሚባለው እውነት ነው?
ID_VL_Amh_Eth_26D794D3,Amh_Eth,C_recall_failure,0.0,0.08072727272727272,0.08072727272727272,0.13767441860465118,56,15,62,ሴት ልጅ ከአማቷ ጋር ያለውን የተወሳሰበ ግንኙነት እንድትቋቋም እንዴት መርዳት እችላለሁ?
ID_VL_Amh_Eth_6A5D932B,Amh_Eth,C_recall_failure,0.0,0.12333333333333332,0.12333333333333332,0.12333333333333332,0,5,63,ትሪኮሞኒያሲስ የሚያመጣው ምን ዓይነት አካል ነው?
ID_VL_Amh_Eth_82456FB4,Amh_Eth,C_recall_failure,0.0,0.09418181818181819,0.09418181818181819,0.10571428571428573,44,20,78,የባሌ ቤተሰብ ወዲያውኑ ልጅ እንድወልድ ይፈልጋሉ። የመጀመሪያውን ልጅ ለጥቂት ዓመታት እንዴት ማዘግየት እችላለሁ?
ID_VL_Amh_Eth_6694C343,Amh_Eth,C_recall_failure,0.0,0.0,0.0,0.0,1,63,72,ብዙውን ጊዜ በ ዳነዉ የቂጥኝ ቻንክር ቦታ ላይ የሚቀረው ትንሽ፣ ጠንካራ፣ ለስላሳ ያልሆነ እብጠት የሚለው ቃል ምን ማለት ነው?
ID_VL_Aka_Gha_8498E113,Aka_Gha,C_recall_failure,0.0,0.013962264150943395,0.013962264150943395,0.025517241379310343,37,52,65,Nneɛma bɛn na ɛbɛboa me ma mayɛ mmabun anaa nnamfofoɔ mmoa kuo (peer support group)?
ID_VL_Amh_Eth_E3B137FC,Amh_Eth,C_recall_failure,0.0,0.06727272727272728,0.06727272727272728,0.10571428571428573,39,42,76,በHIV ኢንፌክሽን እና ሊታወቁ የሚችሉ ፀረ-እንግዳ አካላት እድገት መካከል ያለው ጊዜ ምን ይባላል?
ID_VL_Amh_Eth_D36357B6,Amh_Eth,C_recall_failure,0.0,0.0,0.07789473684210525,0.09250000000000001,59,24,74,የቂጥኝ ቁስል ከዳነ በኋላ በቦታው ላይ የሚቀረው ትንሽ፣ ጠንካራ እና የማያም እብጠት ስያሜው ምንድን ነው?
ID_VL_Amh_Eth_F8140102,Amh_Eth,C_recall_failure,0.0,0.0592,0.07254901960784313,0.07928571428571429,49,53,75,ሴት ልጅ ለረጅም ጊዜ የሚቀለበስ የእርግዝና መከላከያ (LARC) ሪፈራል ከፈለገች ምን አይነት ሂደቱ ነው የምንከተለው?
ID_VL_Amh_Eth_5230DFBD,Amh_Eth,C_recall_failure,0.0,0.05285714285714285,0.11384615384615383,0.1328205128205128,32,10,76,አንድ ሰው ተደጋጋሚ የሄርፒስ ወረርሽኝ ካለበት የቁስሎችን ፈውስ እንዴት ማፋጠን ይችላል?
ID_VL_Eng_Uga_CBC72F1A,Eng_Uga,C_recall_failure,0.0,0.009487179487179486,0.009487179487179486,0.009487179487179486,0,6,48,"Explain the regular symptoms of Neisseria Gonorrhoeae Infection?, please answer this using simple medical terms."
ID_VL_Eng_Uga_73E7F042,Eng_Uga,B_reranking_failure,0.0,0.12869565217391304,0.74,0.74,5,15,59,Can you have an STI without symptoms?
ID_VL_Amh_Eth_AC9ED156,Amh_Eth,C_recall_failure,0.0,0.03609756097560975,0.07551020408163264,0.07551020408163264,13,27,53,ወንዶችና ሴቶች የትሪኮሞናዊሲስ በሽታን እንዴት መከላከል ይችላሉ?
ID_VL_Amh_Eth_069F14F1,Amh_Eth,C_recall_failure,0.0,0.03523809523809524,0.03523809523809524,0.049333333333333326,54,24,74,ባሌ ኮንዶም እንዲጠቀም በመጠየቄ ምክንያት ቢቆጣ፣ የመጠበቅ ፍላጎቴን በእስልምና እሴቶች እንዴት ማስረዳት እችላለሁ?
ID_VL_Amh_Eth_91E1AA96,Amh_Eth,C_recall_failure,0.0,0.032888888888888884,0.11684210526315791,0.1295,53,75,76,ነፍሰ ጡር ከሆንኩ የሁለት ግለሰቦችን ያህል መጠን መብላት አለብኝ?
ID_VL_Amh_Eth_288B78B5,Amh_Eth,C_recall_failure,0.0,0.03609756097560975,0.09866666666666667,0.11511111111111111,56,12,68,ኢምፕላንት በክንዴ ውስጥ ካስገባሁ ማንም ሰው የወሊድ መቆጣጠሪያ እየተጠቀምኩ እንደሆነ እንዳይያውቅ መደበቅ እችላለሁን?
ID_VL_Amh_Eth_E17F29E1,Amh_Eth,C_recall_failure,0.0,0.1009090909090909,0.1009090909090909,0.11772727272727271,21,10,57,አንዲት ሴት ከፍላጎቷ ውጪ ለማግባት እንደምትገደድ የሚያሳዩ ምልክቶች ምንድን ናቸው?
ID_VL_Amh_Eth_F920264C,Amh_Eth,C_recall_failure,0.0,0.1009090909090909,0.1009090909090909,0.1009090909090909,0,2,57,ባለቤቴ ያልተገረዘ ከሆነ ኢንፌክሽን ልያዝ እችላለሁ?
ID_VL_Amh_Eth_218A1536,Amh_Eth,C_recall_failure,0.0,0.025517241379310343,0.04054794520547945,0.08377358490566038,56,64,77,በገጠር አካባቢ ጥቅም ላይ የዋሉ የወር አበባ ቁሶችን ደህነቱ በተጠበቀ ሁኔታ ለማስወገድ ከሁሉ የተሻለው መንገድ ምንድነው?
ID_VL_Amh_Eth_C28EBD70,Amh_Eth,C_recall_failure,0.0,0.03964285714285714,0.0888,0.1057142857142857,37,10,59,የጤና ባለሙያዎች ትሪኮሞኒያስስን እንዴት ይመረምራሉ?
ID_VL_Amh_Eth_F295456E,Amh_Eth,C_recall_failure,0.0,0.0,0.07789473684210525,0.10090909090909092,75,1,77,ለሴት አያቴ የእፅዋት መድሐኒቷ ለሕይወት አስጊ ለሆነ የአባላዘር በሽታዎች እንደማይሰራ በአክብሮት ለመንገር ከሁሉ የተሻለው መንገድ ምንድነው?
ID_VL_Amh_Eth_B4FB0EB9,Amh_Eth,C_recall_failure,0.0,0.0996153846153846,0.0996153846153846,0.0996153846153846,1,12,64,የኤችአይቪ ዝንባሌ ምርመራዎች ምንድን ናቸው? ለሕክምናስ ያላቸው ጥቅም ምንድን ነው?
ID_VL_Amh_Eth_B3F6FE0D,Amh_Eth,C_recall_failure,0.0,0.14800000000000002,0.14800000000000002,0.14800000000000002,4,8,45,HPV እንዴት ይተላለፋል?
ID_VL_Lug_Uga_5F269466,Lug_Uga,B_reranking_failure,0.0,0.74,0.74,0.74,3,23,69,Kisoboka okuba n’Obuwuka obuleeta Obulwadde bw’Ekikaba nga tomanyi?
ID_VL_Amh_Eth_7E695D0D,Amh_Eth,C_recall_failure,0.0,0.0,0.03288888888888889,0.04625,55,8,67,በተቃራኒ ጸታ ሐኪም ስመረመር እንዴት የግል ወይም የማይነኩ የሰውነት ክፍሌን እንዳይነካኩኝ እና በአክብሮት እንዲምርምሩኝ ማድረግ እችላለሁ?
ID_VL_Amh_Eth_6EFB63B1,Amh_Eth,C_recall_failure,0.0,0.056923076923076917,0.056923076923076917,0.08222222222222221,41,39,52,ሄርፒስ የተለመደ በሽታ ነው?
ID_VL_Amh_Eth_F5F62C97,Amh_Eth,C_recall_failure,0.0,0.1295,0.1295,0.1295,3,15,71,ዋጋው ዉድ የሆነ የታዘዘልኝን መድኃኒት መግዛት ካለብኝ፣ በአንድ ጊዜ አንዲት ፍሬ ብቻ መግዛት እችላለሁ ወይስ ሙሉውን ፓኬጅ መግዛት ይኖርብኛል?
ID_VL_Amh_Eth_A5C5650C,Amh_Eth,C_recall_failure,0.0,0.02740740740740741,0.060655737704918035,0.1057142857142857,30,19,68,አንድ ቤተሰብ የ14 ዓመት ሴት ልጃቸውን በድህነት ምክንያት መዳር ይፈልጋሉ። እነሱን ለመምከር ከሁሉ የተሻለው መንገድ ምንድነው?
ID_VL_Amh_Eth_58E25888,Amh_Eth,C_recall_failure,0.0,0.15578947368421053,0.15578947368421053,0.15578947368421053,3,4,68,አንድ ሰው ከተፈወሰ በኋላ በቂጥኝ እንደገና የሚበከልበት በጣም የተለመደበት ምክንያት ምንድን ነው?
ID_VL_Amh_Eth_8861FE18,Amh_Eth,D_weak_pool,0.0,0.044848484848484846,0.30272727272727273,0.39265306122448984,30,35,51,HPV ሁልጊዜ ኪንታሮት ያመጣል?
ID_VL_Amh_Eth_A9597663,Amh_Eth,D_weak_pool,0.0,0.07278688524590164,0.31101449275362314,0.31101449275362314,8,22,51,ኤችአይቪ በመሳሳም ሊተላለፍ ይችላልን?
ID_VL_Amh_Eth_A003CD28,Amh_Eth,C_recall_failure,0.0,0.029599999999999994,0.03523809523809524,0.0925,42,44,71,የኸርፕስ ወይም ምች በሚኖርበት  ግዜ ውሃ የቋጠሩትን ፈሳሽ ማከክ ቶሎ እንዲድን ይረዳል?
ID_VL_Amh_Eth_AFF8754D,Amh_Eth,C_recall_failure,0.0,0.05692307692307692,0.06577777777777778,0.09061224489795917,37,4,69,"""ጋብቻ"" እና ""አብሮ መኖር"" የሚለው ትርጉም ምንድን ነው?"
ID_VL_Amh_Eth_1EE34DC4,Amh_Eth,C_recall_failure,0.0,0.07254901960784314,0.07254901960784314,0.07254901960784314,0,8,69,በየቀኑ ገላየን ለመታጠብ ልጠቀምበት የምችለው በጣም አስተማማኝ እና ርካሽ ሳሙና ምንድነው?
ID_VL_Amh_Eth_455AC762,Amh_Eth,C_recall_failure,0.0,0.13454545454545452,0.222,0.222,7,16,63,ቂጥኝ አደገኛ ወይም ገዳይ ሊሆን ይችላል?
ID_VL_Amh_Eth_405BFDC9,Amh_Eth,C_recall_failure,0.0,0.13058823529411764,0.15857142857142856,0.15857142857142856,5,29,66,የፀረ-ኤች.አይ.ቪ መድኃኒት የሚወስድ ሰው ቫይረሱን በእንባው ወይም በላቡ ሊያስተላልፍ ይችላል?
ID_VL_Amh_Eth_8D03C91E,Amh_Eth,C_recall_failure,0.0,0.04188679245283018,0.061666666666666675,0.07095890410958904,39,49,59,ጽንስ የመፈጠ እድል ከፍተኛ የሆኑትን ቀናቶች ለወጣት እና ባለትዳር ሴቶች እንዴት ማስረዳት እችላለሁ?
ID_VL_Lug_Uga_EBBBD763,Lug_Uga,C_recall_failure,0.0,0.05138888888888889,0.1432258064516129,0.1432258064516129,7,56,65,Engeri ki esinga obulungi ey’okukwangangamu engambo ezikwata ku Ndwadde z’Ekikaba?
ID_VL_Eng_Gha_80773E33,Eng_Gha,B_reranking_failure,0.0,0.5858333333333333,0.6783333333333333,0.6783333333333333,13,38,51,What are some resources available for learning more about pronouns and gender identity?
ID_VL_Lug_Uga_92701D60,Lug_Uga,C_recall_failure,0.0,0.1184,0.1184,0.185,68,66,76,Kikulu okubuulira omukyala gw’osuubira okuwasa oba ng'emabegako wakwatibwako ku Buwuka obuleeta Obulwadde bw'Ekikaba?
ID_VL_Amh_Eth_77FC9703,Amh_Eth,C_recall_failure,0.0,0.19547169811320755,0.19547169811320755,0.19547169811320755,2,30,70,በኤችፒቪ ምክንያት የሚመጡ እብጠቶችን ለመፋቅ ጠንካራ ጨርቅ ወይም ስለታም መሳሪያ መጠቀም እችላለሁን?
ID_VL_Aka_Gha_8181A8CC,Aka_Gha,C_recall_failure,0.010802919708029197,0.0148,0.047741935483870956,0.04933333333333333,55,56,74,Mɛyɛ dɛn atwe me ho afi nkitaho a ɛde nsunsuanso bɔne bɛba m'asetena mu (toxic relationships)?
ID_VL_Aka_Gha_9479E1E6,Aka_Gha,C_recall_failure,0.011044776119402985,0.07789473684210527,0.07789473684210527,0.10571428571428573,34,43,72,Dɛn na ɛsɛ sɛ mehwɛ ansa na mapaw awoɔ ntoatoasoɔ aduru?
ID_VL_Aka_Gha_444D610B,Aka_Gha,C_recall_failure,0.011746031746031746,0.0896969696969697,0.0896969696969697,0.12333333333333332,27,41,79,"Mɛyɛ dɛn ama akyerɛkyerɛ hyeɛ hyehyɛ ama nnamfo, hokafoɔ ne afoforo  aa wɔnni m'abusua mu senea wɔ bɛ bu mekokoam abrabɔ?"
ID_VL_Lug_Uga_C626E38F,Lug_Uga,C_recall_failure,0.012982456140350877,0.03020408163265306,0.13058823529411764,0.13058823529411764,17,39,45,Okukomolebwa kukukuuma obutafuna bulwadde bwa Trichomoniasis?
ID_VL_Aka_Gha_8A175DFE,Aka_Gha,C_recall_failure,0.013333333333333332,0.050169491525423736,0.050169491525423736,0.0510344827586207,30,38,82,Apɔwmuden ndwuma sɛn na ɛsɛ sɛ meyɛ da biara?
ID_VL_Lug_Uga_07692583,Lug_Uga,B_reranking_failure,0.014949494949494949,0.12333333333333332,0.74,0.74,19,0,73,Obujjanjabi bwa Kisipi bwe bumu n’obw’akawuka akaleeta Siriimu?
ID_VL_Lug_Uga_69C165AE,Lug_Uga,C_recall_failure,0.015578947368421052,0.07047619047619048,0.21142857142857138,0.74,59,63,68,Ngeri ki esinga ey'okuwagiramu mukwano gwo ayita mu mbeera y'okuba n'Obuwuka obuleeta Obulwadde bw'Ekikaba?
ID_VL_Aka_Gha_D4A057A7,Aka_Gha,C_recall_failure,0.017209302325581398,0.04484848484848485,0.05522388059701493,0.05522388059701493,15,19,68,Mfasoɔ bɛn na ɛwɔ atenka ahohyɛsoɔ mu?
ID_VL_Lug_Uga_6334FA2A,Lug_Uga,C_recall_failure,0.017209302325581398,0.09866666666666667,0.12333333333333335,0.144390243902439,65,59,69,Enkolagana ennungi wakati w'abaagalana efaanana etya?
ID_VL_Aka_Gha_4094DDED,Aka_Gha,C_recall_failure,0.017724550898203593,0.05842105263157894,0.05842105263157894,0.074,53,57,63,Kwan bɛn so na ɛsɛ sɛ mefa ntɛmtɛm nnuru a wodi si nyinsɛn ano bere a mensi ano kwan ansan na medi mpa mu agoru?
ID_VL_Aka_Gha_28BE9288,Aka_Gha,C_recall_failure,0.01783132530120482,0.08969696969696969,0.08969696969696969,0.08969696969696969,4,3,75,Dɛn ne ahobammɔ ne apɔwmuden akwan a wo fa so nya nna mu anigye?
ID_VL_Amh_Eth_85C7504B,Amh_Eth,C_recall_failure,0.018048780487804877,0.025964912280701746,0.10385964912280703,0.10385964912280703,18,13,67,እርግዝናዋን ስለማቋረጥ የምትጠይቅን ልጃገረድ እንዴት ደህንነቷን አስጠብቄ ሪፈር ማድረግ እችላለሁ?
ID_VL_Aka_Gha_439472E6,Aka_Gha,C_recall_failure,0.018655462184873947,0.185,0.185,0.29600000000000004,50,63,73,Ka deɛn nti a intersectionality wo hia na susuw sɛnea nnipasu ahorow betumi anya osuahu ahorow a ɛfa GBV ho so nsunsuanso no ho.
ID_VL_Aka_Gha_C2DFF335,Aka_Gha,C_recall_failure,0.0188135593220339,0.04933333333333333,0.06727272727272728,0.14799999999999996,43,59,73,Asɛdeɛ bɛn na awofoɔ yɛ de boa mmabun ma wɔkɔhu dɔkota sɛ woduru wonyin bere a?
ID_VL_Lug_Uga_4596DA75,Lug_Uga,B_reranking_failure,0.01922077922077922,0.74,0.74,0.74,4,37,55,Abatiini okufuna embuto kizibu kya maanyi gye bali?
ID_VL_Amh_Eth_49BC473F,Amh_Eth,C_recall_failure,0.019733333333333332,0.03415384615384615,0.07848484848484849,0.13454545454545452,30,12,68,በቤተሰብ ምጣኔ ውሳኔዎች ላይ የወንዶች ሚና ምንድነው?
ID_VL_Lug_Uga_7779857F,Lug_Uga,B_reranking_failure,0.01982142857142857,0.74,0.74,0.74,0,53,58,Nsobola ntya okuyamba mukwano gwange ayita mu kaseera akazibu oluvannyuma lw'okwawukana n'omwagalwa we?
ID_VL_Amh_Eth_1D34D08E,Amh_Eth,C_recall_failure,0.019999999999999997,0.1517948717948718,0.18271604938271604,0.18271604938271604,19,6,64,ኤችአይቪን ለመቆጣጠር የሚያገለግሉ መድሃኒቶች ምንድን ናቸው? ወጣቶች ከኤችአይቪ ችግሮችን እንዴት ራሳቸዉን ሊከላከሉ ይችላሉ?
ID_VL_Eng_Ken_0592BFA5,Eng_Ken,B_reranking_failure,0.020273972602739727,0.74,0.74,0.74,2,0,56,"Does ""kunyonga"" bring about the spread of HIV?"
